"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/03 12:03:16 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Gcuf","Undergraduate","Computer Science","Electa live","Windows;Android","Yes","Yes","No","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","YouTube","2","3","3","3","3","","Audio/Video Calling;Screen Sharing;White Board;Live subtitles","","","","","","","","",""
"2020/05/03 12:03:46 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","KMU institute of dental science kohat ","Undergraduate","BDS","YouTube channel ","IOS","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","YouTube","3","4","5","5","5","","Sceduling of Classes","","","","","","","","",""
"2020/05/03 12:05:13 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","COMSATS University Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac","Yes","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","No","No","YouTube","4","5","3","4","3","","Class Notification","","","","","","","","",""
"2020/05/03 12:05:20 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Saida Waheed college of nursing","Graduate","Nursing","WhatsApp","Android","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Coursera","3","5","4","2","1","None","Sceduling of Classes;Class Notification;Attendance;One to one Communication;Quiz Upload/Evaluation","Keep it short I got bored doing this 🤣","","","","","","","",""
"2020/05/03 12:05:31 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Comsats university Islamabad","Undergraduate","Electrical Engineering","Microsoft Teams","Windows","No","Yes","Yes","Maybe","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","YouTube","2","4","3","3","1","Load shedding interiors us all the time.
Moreover tough concepts of engineering are not easily understandable online","Attendance","","","","","","","","",""
"2020/05/03 12:06:40 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","University of health and sciences","Graduate","Nursing","Google Classroom ","Android;IOS","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","5","5","4","5","2","Scheduling of classes should be managed so we can easily submit our assignments be on time to ensure our presence.Thankyou!","Audio/Video Calling;Screen Recording;Lecture materials;Sceduling of Classes","It’s Good enough👍","","","","","","","",""
"2020/05/03 12:11:38 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats university islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","YouTube","1","3","1","2","1","","Live subtitles","","","","","","","","",""
"2020/05/03 12:17:28 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","COMSATA","Graduate","Computer Science","Zoom","Android","Yes","Yes","Yes","Yes","Maybe","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Lynda","3","3","3","3","3","IMPROVE INTERNET SPEED AND CONNECTIVITY","Live subtitles","NONE","","","","","","","",""
"2020/05/03 12:19:10 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Comsats University Islamabad","Undergraduate","Electrical Engineering","Microsoft Teams","Windows;Android","Yes","No","No","No","Maybe","No","Maybe","Maybe","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","YouTube","2","5","4","5","4","There should not be attendance in online classes because there are lot of problems like load shedding, internet issues so some students are unable to join, also we are getting recorded lectures so if someone doesn't have any question so why he/she come to take live sessions.","Live subtitles","","","","","","","","",""
"2020/05/03 12:20:11 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Gcuf","Graduate","Computer Science","Zoom","Windows;Android","Yes","Yes","Yes","Maybe","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","YouTube","1","1","2","2","1","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Chat Room","","","","","","","","",""
"2020/05/03 12:21:51 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Fatima Memorial Medical College","Graduate","Nursing","Zoom","Windows;Android","No","Yes","No","No","Maybe","Yes","Maybe","Maybe","Yes","Yes","No","No","No","No","Yes","No","No","YouTube","1","1","1","1","1","","White Board","","","","","","","","",""
"2020/05/03 12:21:55 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","comsat university ","Undergraduate","Computer Science","Microsoft Teams","Windows","Yes","No","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","No","No","Yes","Yes","No","No","No","YouTube","3","5","4","3","2","","White Board;Live subtitles;Chat Room;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 12:22:48 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","National defence university","Postgraduate","International relations","Zoom","Windows","Yes","No","No","Maybe","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","YouTube","1","1","2","1","2","There should be an answer for assignment submission","Screen Recording;White Board;Sceduling of Classes;Class Notification;Assignment Upload/Evaluation;Quiz Upload/Evaluation","By following up the required credinatelas","","","","","","","",""
"2020/05/03 12:22:50 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Air university lslamabad ","Undergraduate","Mathematics","Zoom","Android","No","Yes","No","Maybe","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","YouTube","2","5","4","3","2","Internet connection is very slow i don't understand much and also internet packeges are very expensive ","Live subtitles;Class Notification;Attendance","","","","","","","","",""
"2020/05/03 12:22:52 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Government","Islamic international university Islamabad","Postgraduate","Envirnonmental Science","Gmail","Android","No","Yes","Yes","Maybe","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","YouTube","4","3","3","3","4","","Audio/Video Calling","","","","","","","","",""
"2020/05/03 12:23:08 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 12:24:08 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 12:24:53 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Comsats Islamabad","Graduate","Software Engineering","Microsoft Teams","Windows;Android","Yes","Yes","Yes","No","Yes","No","Yes","Maybe","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","YouTube","2","3","2","3","2","","Live subtitles;Lecture materials;Sceduling of Classes","","","","","","","","",""
"2020/05/03 12:24:59 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Air university ","Undergraduate","Cyber security ","Zoom","Windows","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","University ","3","3","3","3","3","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 12:25:25 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Air University","Undergraduate","Mathematics","Zoom","Android","No","Yes","Yes","Maybe","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","2","2","2","3","3","","White Board","","","","","","","","",""
"2020/05/03 12:26:53 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Saida waheed fmh college of nursing","Graduate","Nursing","Zoom","Android","Yes","Yes","Yes","No","Maybe","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","YouTube","2","4","3","1","2","","Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 12:28:02 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Air University","Undergraduate","Computer Science","Zoom","Windows;Android","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","YouTube","1","3","1","1","1","Provide all students with internet. Proper internet","Class Notification;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Realize that every country cannot properly sustain online classes. Ask people if they should get half a refund of their fee. Because, we paid for our uni facilities. And none of them are in use","","","","","","","",""
"2020/05/03 12:34:38 am GMT+5","Yes","Yes","Recorded","17-23","Male","Afghanistan","Government","KIDS,Kohat","Undergraduate","BDS","Zoom","Android","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","4","3","3","2","3","Proper Video is the best way for Lectures with Full Guide and Uploaded to Youtube Channel or Whatsapp Group.","Audio/Video Calling;Screen Sharing;Screen Recording;Chat Room;Lecture materials;Sceduling of Classes;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","There is No Other Way except Online Classes because at one side there is Quarantine and Other side Remaining of academic Course. I think in this  Condition most of Students Want Online Classes.","","","","","","","",""
"2020/05/03 12:37:45 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 12:40:20 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Kaskar Khan University charsada","Undergraduate","دة غخونو داكتر","Google classroom","7610","No","Yes","No","No","No","Yes","Maybe","Maybe","No","Yes","No","No","No","No","No","No","No","Ab ye kese kitab me nahe leka","1","1","1","1","1","Me nahe bataonga","Audio/Video Calling","Have to close this fuking shittt,,,,z","","","","","","","",""
"2020/05/03 12:44:49 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Khyber college of dentistry, Peshawar ","Undergraduate","BDS","Google classroom","Android","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","YouTube","1","3","2","2","1","There are more assignments than lectures. Where on the earth is it acceptable that we are given 7 assignments every week. We just write the assignments to complete the formality more specifically for our attendance. 80 percent of my class fellows haven't listened a single lecture till date because we don't have time spared from assignments. Is it justice? ","Audio/Video Calling","Request our teachers to reduce the number of assignments please 🙏🙏🙏","","","","","","","",""
"2020/05/03 12:50:32 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Air University Islamabad ","Undergraduate","Computer Science","Zoom","Windows;Android","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","YouTube","1","1","1","1","1","Stop online classes.","Lecture materials;Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Stop online classes","","","","","","","",""
"2020/05/03 12:50:53 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn university Islamabad campus","Undergraduate","Computer Science","Zoom","Android","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","YouTube","1","3","2","1","2","There are alot of issues regarding to internet ","White Board","","","","","","","","",""
"2020/05/03 12:53:51 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats","Graduate","Computer Science","Microsoft Teams","Linux","Yes","Yes","Yes","No","Maybe","No","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Coursera","3","3","2","1","1","","White Board","","","","","","","","",""
"2020/05/03 12:55:16 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Khyber College of Dentistry, Peshawar","Postgraduate","Bachelor of Dental Surgery","Google classroom","Android","No","Yes","No","No","Yes","No","No","Maybe","Yes","No","No","Yes","No","No","No","No","Yes","Google","3","2","2","1","2","","Live subtitles;Chat Room;Sceduling of Classes","","","","","","","","",""
"2020/05/03 12:57:07 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Foundation university Islamabad","Undergraduate","Computer Science","Zoom;Google Meet","Android","No","Yes","Yes","No","Yes","No","Yes","Maybe","No","Yes","No","No","Yes","No","Yes","No","No","YouTube","1","3","1","1","1","","White Board;Sceduling of Classes;Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 12:57:09 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Air university ","Undergraduate","Acounting finance","Zoom","Android;IOS","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","YouTube","2","4","3","3","2","","White Board;Live subtitles;Lecture materials;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Improve by adding more features","","","","","","","",""
"2020/05/03 12:57:40 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic university ","Undergraduate","English ","Zoom","Android","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","YouTube","3","4","4","4","3","","Live subtitles","","","","","","","","",""
"2020/05/03 12:58:08 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","International islamic university","Graduate","Envirnonmental Science","Zoom;Google Meet","Android","Yes","No","No","Maybe","Yes","Yes","No","Maybe","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","YouTube","4","4","4","5","4","Ya that is one of the best way especially during these circumtances.from my point we have to carry on this mode of study bcoz this is  better than having nothing during these endless holidays.","Screen Sharing;Lecture materials","Ummmm this is good enough and ur mode of study is quite good as u teach us through zoom that is one of the most common app use these days for online lectures most of the time . And if i tell truly this questionerre cover all questions that might comes in our mind regarding online edu system.","","","","","","","",""
"2020/05/03 1:06:17 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","IIUI","Undergraduate","Envirnonmental Science","Whatspp ","Whatsapp","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Whatsapp... That's the only available app... ","1","1","1","1","1","Online classes are burden... They can never improve for the students like us who live in remote areas... Bad internet... And even unavailability of internet because of the lockdown... ","Lecture materials","","","","","","","","",""
"2020/05/03 1:08:49 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Air University ","Undergraduate","Computer Science","Zoom","Windows;Android","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","YouTube","1","2","1","1","1","","Screen Recording;Lecture materials;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
